instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_categories,user_categories
9607,2012-02-10,1,1,2,5,0,5,1,1,9.84,11.365,52.0,15.001299999999999,0,17,17,Dini Hari,Mayoritas Pengguna Terdaftar
9608,2012-02-10,1,1,2,6,0,5,1,1,8.200000000000001,9.85,59.0,12.998000000000001,3,61,64,Pagi,Mayoritas Pengguna Terdaftar
9609,2012-02-10,1,1,2,7,0,5,1,1,8.200000000000001,10.605,59.0,11.0014,5,225,230,Pagi,Mayoritas Pengguna Terdaftar
9610,2012-02-10,1,1,2,8,0,5,1,1,8.200000000000001,10.605,59.0,11.0014,1,447,448,Pagi,Mayoritas Pengguna Terdaftar
9611,2012-02-10,1,1,2,9,0,5,1,1,9.02,11.365,55.00000000000001,11.0014,10,265,275,Pagi,Mayoritas Pengguna Terdaftar
9612,2012-02-10,1,1,2,10,0,5,1,2,10.66,13.635,48.0,8.9981,5,119,124,Pagi,Mayoritas Pengguna Terdaftar
9613,2012-02-10,1,1,2,11,0,5,1,2,11.48,14.395,45.0,7.0015,19,134,153,Siang,Mayoritas Pengguna Terdaftar
9614,2012-02-10,1,1,2,12,0,5,1,2,12.299999999999999,15.15,42.0,8.9981,8,168,176,Siang,Mayoritas Pengguna Terdaftar
9615,2012-02-10,1,1,2,13,0,5,1,2,12.299999999999999,15.909999999999998,42.0,6.0032,22,170,192,Siang,Mayoritas Pengguna Terdaftar
9616,2012-02-10,1,1,2,14,0,5,1,2,13.120000000000001,16.665,39.0,6.0032,8,138,146,Siang,Mayoritas Pengguna Terdaftar
9617,2012-02-10,1,1,2,15,0,5,1,2,13.120000000000001,16.665,45.0,8.9981,27,164,191,Sore,Mayoritas Pengguna Terdaftar
9618,2012-02-10,1,1,2,16,0,5,1,2,13.940000000000001,15.909999999999998,42.0,16.997899999999998,28,240,268,Sore,Mayoritas Pengguna Terdaftar
9619,2012-02-10,1,1,2,17,0,5,1,2,13.940000000000001,16.665,42.0,12.998000000000001,15,381,396,Sore,Mayoritas Pengguna Terdaftar
9620,2012-02-10,1,1,2,18,0,5,1,3,12.299999999999999,15.15,61.0,8.9981,14,345,359,Malam,Mayoritas Pengguna Terdaftar
9621,2012-02-10,1,1,2,19,0,5,1,2,13.120000000000001,17.424999999999997,56.99999999999999,0.0,16,246,262,Malam,Mayoritas Pengguna Terdaftar
9622,2012-02-10,1,1,2,20,0,5,1,2,13.120000000000001,17.424999999999997,56.99999999999999,0.0,7,144,151,Malam,Mayoritas Pengguna Terdaftar
9623,2012-02-10,1,1,2,21,0,5,1,2,13.120000000000001,16.665,66.0,6.0032,14,108,122,Malam,Mayoritas Pengguna Terdaftar
9624,2012-02-10,1,1,2,22,0,5,1,2,13.120000000000001,17.424999999999997,66.0,0.0,11,102,113,Malam,Mayoritas Pengguna Terdaftar
9625,2012-02-10,1,1,2,23,0,5,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,1,64,65,Malam,Mayoritas Pengguna Terdaftar
9626,2012-02-11,1,1,2,0,0,6,0,2,12.299999999999999,15.15,70.0,8.9981,3,50,53,Dini Hari,Mayoritas Pengguna Terdaftar
9627,2012-02-11,1,1,2,1,0,6,0,3,11.48,14.395,81.0,8.9981,2,43,45,Dini Hari,Mayoritas Pengguna Terdaftar
9628,2012-02-11,1,1,2,2,0,6,0,3,10.66,12.879999999999999,81.0,12.998000000000001,2,24,26,Dini Hari,Mayoritas Pengguna Terdaftar
9629,2012-02-11,1,1,2,3,0,6,0,3,9.84,11.365,87.0,15.001299999999999,0,9,9,Dini Hari,Mayoritas Pengguna Terdaftar
9630,2012-02-11,1,1,2,4,0,6,0,3,9.84,11.365,87.0,15.001299999999999,0,4,4,Dini Hari,Mayoritas Pengguna Terdaftar
9631,2012-02-11,1,1,2,5,0,6,0,3,9.02,11.365,93.0,11.0014,0,2,2,Dini Hari,Mayoritas Pengguna Terdaftar
9632,2012-02-11,1,1,2,6,0,6,0,3,9.02,11.365,93.0,8.9981,1,8,9,Pagi,Mayoritas Pengguna Terdaftar
9633,2012-02-11,1,1,2,7,0,6,0,3,9.02,11.365,93.0,8.9981,0,19,19,Pagi,Mayoritas Pengguna Terdaftar
9634,2012-02-11,1,1,2,8,0,6,0,3,9.02,11.365,93.0,8.9981,1,77,78,Pagi,Mayoritas Pengguna Terdaftar
9635,2012-02-11,1,1,2,9,0,6,0,3,9.02,12.120000000000001,93.0,7.0015,5,85,90,Pagi,Mayoritas Pengguna Terdaftar
9636,2012-02-11,1,1,2,10,0,6,0,3,9.02,12.120000000000001,93.0,7.0015,23,143,166,Pagi,Mayoritas Pengguna Terdaftar
9637,2012-02-11,1,1,2,11,0,6,0,2,9.84,12.879999999999999,81.0,7.0015,26,157,183,Siang,Mayoritas Pengguna Terdaftar
9638,2012-02-11,1,1,2,12,0,6,0,2,10.66,12.879999999999999,81.0,11.0014,25,196,221,Siang,Mayoritas Pengguna Terdaftar
9639,2012-02-11,1,1,2,13,0,6,0,2,10.66,12.120000000000001,81.0,19.0012,18,217,235,Siang,Mayoritas Pengguna Terdaftar
9640,2012-02-11,1,1,2,14,0,6,0,2,10.66,12.120000000000001,81.0,16.997899999999998,38,205,243,Siang,Mayoritas Pengguna Terdaftar
9641,2012-02-11,1,1,2,15,0,6,0,2,12.299999999999999,13.635,61.0,19.999499999999998,12,112,124,Sore,Mayoritas Pengguna Terdaftar
9642,2012-02-11,1,1,2,16,0,6,0,3,9.02,9.85,75.0,27.999299999999998,12,134,146,Sore,Mayoritas Pengguna Terdaftar
9643,2012-02-11,1,1,2,17,0,6,0,3,9.02,9.09,69.0,31.0009,13,131,144,Sore,Mayoritas Pengguna Terdaftar
9644,2012-02-11,1,1,2,18,0,6,0,2,9.02,9.09,47.0,43.9989,3,105,108,Malam,Mayoritas Pengguna Terdaftar
9645,2012-02-11,1,1,2,19,0,6,0,2,8.200000000000001,7.575,40.0,36.9974,2,85,87,Malam,Mayoritas Pengguna Terdaftar
9646,2012-02-11,1,1,2,20,0,6,0,2,6.5600000000000005,6.0600000000000005,43.0,36.9974,1,62,63,Malam,Mayoritas Pengguna Terdaftar
9647,2012-02-11,1,1,2,21,0,6,0,1,5.74,3.7900000000000005,43.0,43.000600000000006,5,43,48,Malam,Mayoritas Pengguna Terdaftar
9648,2012-02-11,1,1,2,22,0,6,0,2,5.74,5.305,39.0,26.0027,0,46,46,Malam,Mayoritas Pengguna Terdaftar
9649,2012-02-11,1,1,2,23,0,6,0,3,4.92,3.7900000000000005,50.0,32.9975,0,20,20,Malam,Mayoritas Pengguna Terdaftar
9650,2012-02-12,1,1,2,0,0,0,0,3,4.1000000000000005,3.7900000000000005,68.0,26.0027,0,21,21,Dini Hari,Mayoritas Pengguna Terdaftar
9651,2012-02-12,1,1,2,1,0,0,0,3,3.2800000000000002,2.275,79.0,31.0009,0,24,24,Dini Hari,Mayoritas Pengguna Terdaftar
9652,2012-02-12,1,1,2,2,0,0,0,2,4.1000000000000005,3.0300000000000002,57.99999999999999,39.000699999999995,1,26,27,Dini Hari,Mayoritas Pengguna Terdaftar
9653,2012-02-12,1,1,2,3,0,0,0,2,4.1000000000000005,2.275,46.0,46.0022,0,14,14,Dini Hari,Mayoritas Pengguna Terdaftar
9654,2012-02-12,1,1,2,4,0,0,0,2,4.1000000000000005,2.275,46.0,47.9988,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9655,2012-02-12,1,1,2,5,0,0,0,1,4.1000000000000005,3.7900000000000005,49.0,26.0027,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
9656,2012-02-12,1,1,2,6,0,0,0,1,4.1000000000000005,3.7900000000000005,49.0,26.0027,0,2,2,Pagi,Mayoritas Pengguna Terdaftar
9657,2012-02-12,1,1,2,7,0,0,0,1,3.2800000000000002,4.545,53.0,12.998000000000001,0,18,18,Pagi,Mayoritas Pengguna Terdaftar
9658,2012-02-12,1,1,2,8,0,0,0,1,3.2800000000000002,3.7900000000000005,53.0,16.997899999999998,0,26,26,Pagi,Mayoritas Pengguna Terdaftar
9659,2012-02-12,1,1,2,9,0,0,0,1,4.1000000000000005,4.545,49.0,19.999499999999998,3,60,63,Pagi,Mayoritas Pengguna Terdaftar
9660,2012-02-12,1,1,2,10,0,0,0,1,4.92,5.305,42.0,23.9994,8,83,91,Pagi,Mayoritas Pengguna Terdaftar
9661,2012-02-12,1,1,2,11,0,0,0,1,4.92,5.305,42.0,19.999499999999998,3,121,124,Siang,Mayoritas Pengguna Terdaftar
9662,2012-02-12,1,1,2,12,0,0,0,1,5.74,3.7900000000000005,39.0,43.000600000000006,7,133,140,Siang,Mayoritas Pengguna Terdaftar
9663,2012-02-12,1,1,2,13,0,0,0,1,6.5600000000000005,6.0600000000000005,40.0,30.002599999999997,10,128,138,Siang,Mayoritas Pengguna Terdaftar
9664,2012-02-12,1,1,2,14,0,0,0,1,6.5600000000000005,6.0600000000000005,40.0,35.0008,9,102,111,Siang,Mayoritas Pengguna Terdaftar
9665,2012-02-12,1,1,2,15,0,0,0,1,6.5600000000000005,6.0600000000000005,40.0,36.9974,5,150,155,Sore,Mayoritas Pengguna Terdaftar
9666,2012-02-12,1,1,2,16,0,0,0,1,8.200000000000001,8.334999999999999,34.0,31.0009,16,148,164,Sore,Mayoritas Pengguna Terdaftar
9667,2012-02-12,1,1,2,17,0,0,0,1,7.38,7.575,37.0,27.999299999999998,4,83,87,Sore,Mayoritas Pengguna Terdaftar
9668,2012-02-12,1,1,2,18,0,0,0,1,6.5600000000000005,6.0600000000000005,40.0,31.0009,4,92,96,Malam,Mayoritas Pengguna Terdaftar
9669,2012-02-12,1,1,2,19,0,0,0,1,6.5600000000000005,6.819999999999999,40.0,19.0012,2,78,80,Malam,Mayoritas Pengguna Terdaftar
9670,2012-02-12,1,1,2,20,0,0,0,1,5.74,6.0600000000000005,42.0,22.0028,1,56,57,Malam,Mayoritas Pengguna Terdaftar
9671,2012-02-12,1,1,2,21,0,0,0,1,5.74,6.0600000000000005,43.0,19.999499999999998,0,36,36,Malam,Mayoritas Pengguna Terdaftar
9672,2012-02-12,1,1,2,22,0,0,0,1,5.74,7.575,43.0,11.0014,0,28,28,Malam,Mayoritas Pengguna Terdaftar
9673,2012-02-12,1,1,2,23,0,0,0,1,5.74,6.819999999999999,43.0,15.001299999999999,0,23,23,Malam,Mayoritas Pengguna Terdaftar
9674,2012-02-13,1,1,2,0,0,1,1,1,5.74,6.819999999999999,46.0,15.001299999999999,0,9,9,Dini Hari,Mayoritas Pengguna Terdaftar
9675,2012-02-13,1,1,2,1,0,1,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,0,6,6,Dini Hari,Mayoritas Pengguna Terdaftar
9676,2012-02-13,1,1,2,2,0,1,1,1,5.74,6.819999999999999,46.0,12.998000000000001,0,4,4,Dini Hari,Mayoritas Pengguna Terdaftar
9677,2012-02-13,1,1,2,3,0,1,1,1,4.92,7.575,54.0,7.0015,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9678,2012-02-13,1,1,2,4,0,1,1,1,4.92,8.334999999999999,54.0,6.0032,0,2,2,Dini Hari,Mayoritas Pengguna Terdaftar
9679,2012-02-13,1,1,2,5,0,1,1,1,4.1000000000000005,6.0600000000000005,57.99999999999999,8.9981,0,17,17,Dini Hari,Mayoritas Pengguna Terdaftar
9680,2012-02-13,1,1,2,6,0,1,1,1,4.1000000000000005,5.305,54.0,15.001299999999999,1,71,72,Pagi,Mayoritas Pengguna Terdaftar
9681,2012-02-13,1,1,2,7,0,1,1,1,4.1000000000000005,5.305,54.0,12.998000000000001,1,194,195,Pagi,Mayoritas Pengguna Terdaftar
9682,2012-02-13,1,1,2,8,0,1,1,1,4.1000000000000005,6.0600000000000005,54.0,8.9981,4,413,417,Pagi,Mayoritas Pengguna Terdaftar
9683,2012-02-13,1,1,2,9,0,1,1,1,4.92,6.819999999999999,50.0,12.998000000000001,7,198,205,Pagi,Mayoritas Pengguna Terdaftar
9684,2012-02-13,1,1,2,10,0,1,1,1,5.74,7.575,50.0,8.9981,1,70,71,Pagi,Mayoritas Pengguna Terdaftar
9685,2012-02-13,1,1,2,11,0,1,1,1,9.02,11.365,37.0,12.998000000000001,5,85,90,Siang,Mayoritas Pengguna Terdaftar
9686,2012-02-13,1,1,2,12,0,1,1,1,11.48,12.879999999999999,28.000000000000004,22.0028,7,111,118,Siang,Mayoritas Pengguna Terdaftar
9687,2012-02-13,1,1,2,13,0,1,1,1,13.120000000000001,15.15,22.0,15.001299999999999,11,129,140,Siang,Mayoritas Pengguna Terdaftar
9688,2012-02-13,1,1,2,14,0,1,1,1,13.940000000000001,17.424999999999997,23.0,7.0015,10,125,135,Siang,Mayoritas Pengguna Terdaftar
9689,2012-02-13,1,1,2,15,0,1,1,1,14.76,17.424999999999997,27.0,8.9981,10,145,155,Sore,Mayoritas Pengguna Terdaftar
9690,2012-02-13,1,1,2,16,0,1,1,1,14.76,17.424999999999997,23.0,12.998000000000001,5,206,211,Sore,Mayoritas Pengguna Terdaftar
9691,2012-02-13,1,1,2,17,0,1,1,1,14.76,17.424999999999997,23.0,12.998000000000001,8,399,407,Sore,Mayoritas Pengguna Terdaftar
9692,2012-02-13,1,1,2,18,0,1,1,1,13.940000000000001,15.909999999999998,25.0,16.997899999999998,6,399,405,Malam,Mayoritas Pengguna Terdaftar
9693,2012-02-13,1,1,2,19,0,1,1,1,13.940000000000001,16.665,25.0,8.9981,7,256,263,Malam,Mayoritas Pengguna Terdaftar
9694,2012-02-13,1,1,2,20,0,1,1,1,12.299999999999999,15.15,42.0,11.0014,4,210,214,Malam,Mayoritas Pengguna Terdaftar
9695,2012-02-13,1,1,2,21,0,1,1,1,11.48,14.395,45.0,8.9981,2,145,147,Malam,Mayoritas Pengguna Terdaftar
9696,2012-02-13,1,1,2,22,0,1,1,1,10.66,13.635,56.00000000000001,7.0015,3,99,102,Malam,Mayoritas Pengguna Terdaftar
9697,2012-02-13,1,1,2,23,0,1,1,1,11.48,15.909999999999998,41.0,0.0,2,34,36,Malam,Mayoritas Pengguna Terdaftar
9698,2012-02-14,1,1,2,0,0,2,1,2,10.66,15.15,60.0,0.0,0,14,14,Dini Hari,Mayoritas Pengguna Terdaftar
9699,2012-02-14,1,1,2,1,0,2,1,2,10.66,15.15,56.00000000000001,0.0,0,6,6,Dini Hari,Mayoritas Pengguna Terdaftar
9700,2012-02-14,1,1,2,2,0,2,1,2,11.48,15.909999999999998,41.0,0.0,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
9701,2012-02-14,1,1,2,3,0,2,1,2,10.66,15.15,52.0,0.0,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
9702,2012-02-14,1,1,2,4,0,2,1,2,10.66,13.635,65.0,7.0015,0,2,2,Dini Hari,Mayoritas Pengguna Terdaftar
9703,2012-02-14,1,1,2,5,0,2,1,2,10.66,13.635,65.0,7.0015,2,20,22,Dini Hari,Mayoritas Pengguna Terdaftar
9704,2012-02-14,1,1,2,6,0,2,1,2,10.66,15.15,56.00000000000001,0.0,1,89,90,Pagi,Mayoritas Pengguna Terdaftar
9705,2012-02-14,1,1,2,7,0,2,1,2,9.84,12.879999999999999,60.0,6.0032,4,276,280,Pagi,Mayoritas Pengguna Terdaftar
9706,2012-02-14,1,1,2,8,0,2,1,2,9.84,14.395,70.0,0.0,3,510,513,Pagi,Mayoritas Pengguna Terdaftar
9707,2012-02-14,1,1,2,9,0,2,1,2,10.66,14.395,56.00000000000001,6.0032,6,256,262,Pagi,Mayoritas Pengguna Terdaftar
9708,2012-02-14,1,1,2,10,0,2,1,2,10.66,13.635,60.0,8.9981,8,90,98,Pagi,Mayoritas Pengguna Terdaftar
9709,2012-02-14,1,1,2,11,0,2,1,2,12.299999999999999,15.15,45.0,11.0014,5,107,112,Siang,Mayoritas Pengguna Terdaftar
9710,2012-02-14,1,1,2,12,0,2,1,2,12.299999999999999,14.395,52.0,15.001299999999999,10,162,172,Siang,Mayoritas Pengguna Terdaftar
9711,2012-02-14,1,1,2,13,0,2,1,2,14.76,16.665,40.0,16.997899999999998,6,167,173,Siang,Mayoritas Pengguna Terdaftar
9712,2012-02-14,1,1,2,14,0,2,1,1,16.400000000000002,20.455000000000002,40.0,15.001299999999999,13,111,124,Siang,Mayoritas Pengguna Terdaftar
9713,2012-02-14,1,1,2,15,0,2,1,2,17.22,21.21,38.0,30.002599999999997,7,138,145,Sore,Mayoritas Pengguna Terdaftar
9714,2012-02-14,1,1,2,16,0,2,1,1,17.22,21.21,35.0,19.999499999999998,15,251,266,Sore,Mayoritas Pengguna Terdaftar
9715,2012-02-14,1,1,2,17,0,2,1,1,17.22,21.21,38.0,23.9994,19,504,523,Sore,Mayoritas Pengguna Terdaftar
9716,2012-02-14,1,1,2,18,0,2,1,2,15.58,19.695,46.0,19.999499999999998,8,398,406,Malam,Mayoritas Pengguna Terdaftar
9717,2012-02-14,1,1,2,19,0,2,1,2,14.76,17.424999999999997,50.0,11.0014,11,270,281,Malam,Mayoritas Pengguna Terdaftar
9718,2012-02-14,1,1,2,20,0,2,1,2,15.58,19.695,46.0,8.9981,6,178,184,Malam,Mayoritas Pengguna Terdaftar
9719,2012-02-14,1,1,2,21,0,2,1,2,14.76,18.18,50.0,7.0015,4,105,109,Malam,Mayoritas Pengguna Terdaftar
9720,2012-02-14,1,1,2,22,0,2,1,2,14.76,18.18,50.0,7.0015,5,72,77,Malam,Mayoritas Pengguna Terdaftar
9721,2012-02-14,1,1,2,23,0,2,1,2,14.76,18.18,50.0,6.0032,2,55,57,Malam,Mayoritas Pengguna Terdaftar
9722,2012-02-15,1,1,2,0,0,3,1,1,13.120000000000001,17.424999999999997,56.99999999999999,0.0,0,22,22,Dini Hari,Mayoritas Pengguna Terdaftar
9723,2012-02-15,1,1,2,1,0,3,1,1,13.940000000000001,18.18,53.0,0.0,0,5,5,Dini Hari,Mayoritas Pengguna Terdaftar
9724,2012-02-15,1,1,2,2,0,3,1,1,12.299999999999999,16.665,61.0,0.0,0,4,4,Dini Hari,Mayoritas Pengguna Terdaftar
9725,2012-02-15,1,1,2,3,0,3,1,1,11.48,15.909999999999998,75.0,0.0,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
9726,2012-02-15,1,1,2,4,0,3,1,1,11.48,14.395,70.0,7.0015,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9727,2012-02-15,1,1,2,5,0,3,1,1,11.48,14.395,70.0,7.0015,0,25,25,Dini Hari,Mayoritas Pengguna Terdaftar
9728,2012-02-15,1,1,2,6,0,3,1,1,12.299999999999999,15.15,61.0,8.9981,3,92,95,Pagi,Mayoritas Pengguna Terdaftar
9729,2012-02-15,1,1,2,7,0,3,1,2,12.299999999999999,14.395,65.0,12.998000000000001,3,318,321,Pagi,Mayoritas Pengguna Terdaftar
9730,2012-02-15,1,1,2,8,0,3,1,1,13.120000000000001,14.395,61.0,23.9994,7,508,515,Pagi,Mayoritas Pengguna Terdaftar
9731,2012-02-15,1,1,2,9,0,3,1,1,13.120000000000001,15.15,61.0,22.0028,5,226,231,Pagi,Mayoritas Pengguna Terdaftar
9732,2012-02-15,1,1,2,10,0,3,1,1,13.940000000000001,15.15,56.99999999999999,19.999499999999998,12,108,120,Pagi,Mayoritas Pengguna Terdaftar
9733,2012-02-15,1,1,2,11,0,3,1,1,14.76,16.665,53.0,19.0012,13,125,138,Siang,Mayoritas Pengguna Terdaftar
9734,2012-02-15,1,1,2,12,0,3,1,1,15.58,19.695,46.0,26.0027,11,152,163,Siang,Mayoritas Pengguna Terdaftar
9735,2012-02-15,1,1,2,13,0,3,1,1,16.400000000000002,20.455000000000002,43.0,19.0012,11,159,170,Siang,Mayoritas Pengguna Terdaftar
9736,2012-02-15,1,1,2,14,0,3,1,1,17.22,21.21,41.0,23.9994,6,128,134,Siang,Mayoritas Pengguna Terdaftar
9737,2012-02-15,1,1,2,15,0,3,1,1,17.22,21.21,41.0,15.001299999999999,7,164,171,Sore,Mayoritas Pengguna Terdaftar
9738,2012-02-15,1,1,2,16,0,3,1,1,17.22,21.21,38.0,12.998000000000001,9,222,231,Sore,Mayoritas Pengguna Terdaftar
9739,2012-02-15,1,1,2,17,0,3,1,1,17.22,21.21,38.0,12.998000000000001,17,470,487,Sore,Mayoritas Pengguna Terdaftar
9740,2012-02-15,1,1,2,18,0,3,1,1,16.400000000000002,20.455000000000002,40.0,15.001299999999999,9,459,468,Malam,Mayoritas Pengguna Terdaftar
9741,2012-02-15,1,1,2,19,0,3,1,1,15.58,19.695,43.0,11.0014,9,302,311,Malam,Mayoritas Pengguna Terdaftar
9742,2012-02-15,1,1,2,20,0,3,1,1,14.76,17.424999999999997,46.0,11.0014,4,207,211,Malam,Mayoritas Pengguna Terdaftar
9743,2012-02-15,1,1,2,21,0,3,1,1,13.940000000000001,16.665,53.0,11.0014,8,170,178,Malam,Mayoritas Pengguna Terdaftar
9744,2012-02-15,1,1,2,22,0,3,1,1,13.940000000000001,17.424999999999997,49.0,7.0015,3,104,107,Malam,Mayoritas Pengguna Terdaftar
9745,2012-02-15,1,1,2,23,0,3,1,1,13.940000000000001,17.424999999999997,53.0,6.0032,4,54,58,Malam,Mayoritas Pengguna Terdaftar
9746,2012-02-16,1,1,2,0,0,4,1,2,12.299999999999999,15.15,70.0,8.9981,1,22,23,Dini Hari,Mayoritas Pengguna Terdaftar
9747,2012-02-16,1,1,2,1,0,4,1,2,12.299999999999999,16.665,70.0,0.0,0,5,5,Dini Hari,Mayoritas Pengguna Terdaftar
9748,2012-02-16,1,1,2,2,0,4,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,1,6,7,Dini Hari,Mayoritas Pengguna Terdaftar
9749,2012-02-16,1,1,2,3,0,4,1,2,12.299999999999999,16.665,61.0,0.0,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9750,2012-02-16,1,1,2,4,0,4,1,3,12.299999999999999,15.909999999999998,70.0,6.0032,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
9751,2012-02-16,1,1,2,5,0,4,1,2,12.299999999999999,16.665,70.0,0.0,0,20,20,Dini Hari,Mayoritas Pengguna Terdaftar
9752,2012-02-16,1,1,2,6,0,4,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,4,83,87,Pagi,Mayoritas Pengguna Terdaftar
9753,2012-02-16,1,1,2,7,0,4,1,2,12.299999999999999,15.15,70.0,8.9981,3,285,288,Pagi,Mayoritas Pengguna Terdaftar
9754,2012-02-16,1,1,2,8,0,4,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,9,489,498,Pagi,Mayoritas Pengguna Terdaftar
9755,2012-02-16,1,1,2,9,0,4,1,2,12.299999999999999,15.15,70.0,11.0014,3,199,202,Pagi,Mayoritas Pengguna Terdaftar
9756,2012-02-16,1,1,2,10,0,4,1,3,13.120000000000001,16.665,70.0,8.9981,2,42,44,Pagi,Mayoritas Pengguna Terdaftar
9757,2012-02-16,1,1,2,11,0,4,1,3,13.120000000000001,16.665,70.0,7.0015,2,69,71,Siang,Mayoritas Pengguna Terdaftar
9758,2012-02-16,1,1,2,12,0,4,1,3,13.120000000000001,16.665,76.0,6.0032,1,44,45,Siang,Mayoritas Pengguna Terdaftar
9759,2012-02-16,1,1,2,13,0,4,1,3,13.940000000000001,15.909999999999998,71.0,16.997899999999998,2,62,64,Siang,Mayoritas Pengguna Terdaftar
9760,2012-02-16,1,1,2,14,0,4,1,3,13.120000000000001,15.909999999999998,81.0,12.998000000000001,1,30,31,Siang,Mayoritas Pengguna Terdaftar
9761,2012-02-16,1,1,2,15,0,4,1,3,13.940000000000001,18.18,76.0,0.0,3,50,53,Sore,Mayoritas Pengguna Terdaftar
9762,2012-02-16,1,1,2,16,0,4,1,3,13.940000000000001,18.18,81.0,0.0,8,110,118,Sore,Mayoritas Pengguna Terdaftar
9763,2012-02-16,1,1,2,17,0,4,1,3,13.940000000000001,18.18,87.0,0.0,8,281,289,Sore,Mayoritas Pengguna Terdaftar
9764,2012-02-16,1,1,2,18,0,4,1,3,13.940000000000001,16.665,87.0,8.9981,8,345,353,Malam,Mayoritas Pengguna Terdaftar
9765,2012-02-16,1,1,2,19,0,4,1,2,13.120000000000001,15.909999999999998,87.0,11.0014,4,254,258,Malam,Mayoritas Pengguna Terdaftar
9766,2012-02-16,1,1,2,20,0,4,1,2,13.120000000000001,16.665,87.0,8.9981,5,211,216,Malam,Mayoritas Pengguna Terdaftar
9767,2012-02-16,1,1,2,21,0,4,1,2,13.940000000000001,17.424999999999997,81.0,7.0015,3,142,145,Malam,Mayoritas Pengguna Terdaftar
9768,2012-02-16,1,1,2,22,0,4,1,2,13.120000000000001,17.424999999999997,81.0,0.0,3,108,111,Malam,Mayoritas Pengguna Terdaftar
9769,2012-02-16,1,1,2,23,0,4,1,1,13.120000000000001,16.665,81.0,6.0032,3,70,73,Malam,Mayoritas Pengguna Terdaftar
9770,2012-02-17,1,1,2,0,0,5,1,2,12.299999999999999,16.665,87.0,0.0,2,32,34,Dini Hari,Mayoritas Pengguna Terdaftar
9771,2012-02-17,1,1,2,1,0,5,1,2,12.299999999999999,16.665,93.0,0.0,2,16,18,Dini Hari,Mayoritas Pengguna Terdaftar
9772,2012-02-17,1,1,2,2,0,5,1,2,12.299999999999999,15.909999999999998,93.0,7.0015,1,11,12,Dini Hari,Mayoritas Pengguna Terdaftar
9773,2012-02-17,1,1,2,3,0,5,1,2,11.48,14.395,93.0,7.0015,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9774,2012-02-17,1,1,2,4,0,5,1,2,11.48,13.635,93.0,12.998000000000001,0,1,1,Dini Hari,Mayoritas Pengguna Terdaftar
9775,2012-02-17,1,1,2,5,0,5,1,2,11.48,13.635,93.0,11.0014,0,16,16,Dini Hari,Mayoritas Pengguna Terdaftar
9776,2012-02-17,1,1,2,6,0,5,1,2,11.48,14.395,96.0,8.9981,1,70,71,Pagi,Mayoritas Pengguna Terdaftar
9777,2012-02-17,1,1,2,7,0,5,1,2,11.48,14.395,93.0,7.0015,4,222,226,Pagi,Mayoritas Pengguna Terdaftar
9778,2012-02-17,1,1,2,8,0,5,1,2,10.66,15.15,100.0,0.0,4,516,520,Pagi,Mayoritas Pengguna Terdaftar
9779,2012-02-17,1,1,2,9,0,5,1,2,10.66,15.15,100.0,0.0,8,275,283,Pagi,Mayoritas Pengguna Terdaftar
9780,2012-02-17,1,1,2,10,0,5,1,1,13.940000000000001,15.909999999999998,71.0,19.0012,13,103,116,Pagi,Mayoritas Pengguna Terdaftar
9781,2012-02-17,1,1,2,11,0,5,1,1,14.76,16.665,62.0,27.999299999999998,9,133,142,Siang,Mayoritas Pengguna Terdaftar
9782,2012-02-17,1,1,2,12,0,5,1,1,15.58,19.695,46.0,26.0027,21,177,198,Siang,Mayoritas Pengguna Terdaftar
9783,2012-02-17,1,1,2,13,0,5,1,1,16.400000000000002,20.455000000000002,43.0,23.9994,34,171,205,Siang,Mayoritas Pengguna Terdaftar
9784,2012-02-17,1,1,2,14,0,5,1,1,16.400000000000002,20.455000000000002,37.0,23.9994,33,137,170,Siang,Mayoritas Pengguna Terdaftar
9785,2012-02-17,1,1,2,15,0,5,1,1,17.22,21.21,35.0,27.999299999999998,41,180,221,Sore,Mayoritas Pengguna Terdaftar
9786,2012-02-17,1,1,2,16,0,5,1,1,17.22,21.21,32.0,19.999499999999998,56,251,307,Sore,Mayoritas Pengguna Terdaftar
9787,2012-02-17,1,1,2,17,0,5,1,1,17.22,21.21,32.0,22.0028,36,429,465,Sore,Mayoritas Pengguna Terdaftar
